	1207,37,152
1685192	35,2798
1685193	35,146
1685194	35,728,231
1685195	35,146,680,124
1685196	35,718,208,231
1685197	35,295,17,1277,131,88
1685198	35,1003
1685199	35,231,90,2427,81,246,51
1685200	35,212
1685201	35,218,56,841
1685202	35,748,90,154,228,535
1685203	35,127,272,599
1685204	35,1022,421
1685205	35,22,14,8
1685206	35,748,810,122,818,1059,1226,266,87,292,474,15,17,710,769,505
1685207	35,4
1685208	35,1371,4058,246,1974,747,3798,177,2379
1685209	35,294,70,406,98,131,1060,177
1685210	35,1277,98,192,848,125
1685211	35,192
1685212	35,643,228
1685213	35,216,136,231,255,90,81,779,406,272,192,236,5,177,66
1685214	35,770,84,221,510,2391
1685215	35,93,53
1685216	35,2348
1685217	35,1423,133,217,84,422
1685218	35,103,387,726
1685219	35,127,663,643,231,429,218,95,246,462,1456,128,125
1685220	35,1030
1685221	35,206,192
1685222	1999,35,663
1685223	35,1226
1685224	35,88,539,46
1685225	35,81
1685226	35,292,1030
1685227	35,588
1685228	35,228,450
1685229	35,44,164,147,53,236
1685230	35,217,84,236,177
1685231	1890,1003,663,35,14,231,90,223,728,177,192,680,5,377
1685232	35,217
1685233	35,925,441,307,279,547,272,1283,177
1685234	35,1022,599
1685235	35,49,133,1680,692,143,358,228,110,379
1685236	35,952,382,718,27
1685237	35,1096
1685238	35,1226,241,1373,4297,236
1685239	35,177,192
1685240	35,848
1685241	35,2753,377,128
1685242	35,3502
1685243	35,269,844,136,95,87,365,84,27
1685244	35,455,188,2671,68,81,575,46,192,128,167,32
1685245	35,223
1685246	35,2001,1096
1685247	35,3357,271
1685248	35,39
1685249	35,81
1685250	35,763
1685251	35,14,90,404,69,176
1685252	35,547,806
1685253	35,56,893,422,228
1685254	35,14
1685255	35,464,15,143,257
1685256	35,95,14
1685257	35,128
1685258	35,146
1685259	35,56,146,131,221
1685260	35,218
1685261	35,1226,147,266,1096,125
1685262	35,2863,1392
1685263	35,87,436,93
1685264	35,279
1685265	35,85,1749
1685266	35,537,365,192,51,899
1685267	676,35,1032,850,14,769,568,17,539,254,341,125,5
1685268	35,295,70,125,177
1685269	35,81
1685270	35,85,2787,131
1685271	35,127,663,14
1685272	35,2874,3425
1685273	35,90,3008,2049
1685274	35,90
1685275	35,599,241
1685276	35,801,14,204,547,46
1685277	35,56,2211
1685278	35,56,663,231,90,2805,2403
1685279	35,278
1685280	35,769,1072,2569
1685281	35,279,1226,579,634
1685282	35,81,2403,2874,763,1283,177
1685283	35,93
1685284	35,122,1319,152,2907
1685285	35,90,1226,147,221,5
1685286	35,766,208
1685287	35,95,131
1685288	35,146
1685289	35,663
1685290	35,269,81,84,620,32,27
1685291	35,3502,221
1685292	35,223,58
1685293	35,80,236,769,93
1685294	35,292
1685295	35,292
1685296	35,133
1685297	35,81
1685298	35,177,81,128
1685299	35,451,56,538,160,467,429,218,2043,15,17,344,387
1685300	35,810,429,218,292,15,46,876
1685301	35,81
1685302	35,90,58,1096
1685303	35,17,1158,3327
1685304	35,56,44,81,1591,107,30,329,38
1685305	35,90
1685306	35,1757,81,952,241,192,88
1685307	35,133,2041,564,241,599,88
1685308	35,77
1685309	646,35,3663,1209
1685310	35,98
1685311	35,269,56,921,90,1144,131,221
1685312	35,605,2010,177,382,222,93
1685313	35,1653,452,53,27
1685314	35,848,81
1685315	35,943,150,305,667,255,66
1685316	35,821,579,271,16,53,221
1685317	35,1309,2743
1685318	35,365
1685319	646,35,454
1685320	35,2143,748
1685321	35,2321,56,748,216,2602,95,728
1685322	35,122
1685323	35,128,535
1685324	35,160,122,1979,818,188,871,15,67,1055,617,208,3658,510,254
1685325	35,85
1685326	35,223,146
1685327	35,2383
1685328	35,216,624,806,15,17,707,177,505
1685329	35,555,93
1685330	35,223
1685331	2321,35,663,2602,365
1685332	35,624
1685333	35,177
1685334	35,95,46
1685335	35,643,592,231,107,272,436,98,125
1685336	35,269,42,25,84,337
1685337	35,56,663,85,188,90,95,81,217,146,128,1859
1685338	35,246
1685339	35,329,295,467
1685340	35,337,177,231
1685341	35,95
1685342	35,81
1685343	35,505
1685344	35,932,1219
1685345	127,35,56,770,81,881,131,128,221,899
1685346	35,955
1685347	35,231,90,728,177
1685348	35,838
1685349	35,2887,233,548,692,143,257
1685350	35,766,14
1685351	35,233,890,806,133,373,84,359
1685352	35,1226,221
1685353	35,14,292,93
1685354	35,728,76,382,222
1685355	35,965
1685356	35,233,3585,462,797,228,1553
1685357	35,107
1685358	35,1226,545,25
1685359	35,3877
1685360	35,85,1392,231,1999,825,956,341,337,88,93,535
1685361	35,203,125,164
1685362	35,42,292,14
1685363	35,422
1685364	35,25
1685365	35,107,128
1685366	35,85,87,373,217,146,192,236,93
1685367	35,377
1685368	35,450
1685369	35,728,254
1685370	35,81
1685371	35,663,90,2716
1685372	35,455,90,365,133,84,32
1685373	35,663,95,93
1685374	35,44,821,1226,147,25,5
1685375	35,56,1233,15,17,131,221,3220
1685376	228,35,90,728,1219,1414,2130,176
1685377	35,231,90,1226,497,176
1685378	35,56,748,770,1065,133,2771,17,726,131,228,584,3946
1685379	35,90,128
1685380	35,1226
1685381	35,3951,889,223,126
1685382	35,963
1685383	808,35,276,1428,450
1685384	35,292,93
1685385	35,221,231
1685386	35,216,946,539,146,88,318
1685387	35,56,663,1217,218,128,2180
1685388	35,42,728,49
1685389	35,17,2239
1685390	35,467,806,154,769
1685391	35,2798,292,357,107,53
1685392	35,56,1009,922,889,223,292,352,133,526,17,43,1414
1685393	2082,35,292,764,107,657
1685394	35,1170,208,107
1685395	35,537
1685396	35,592,223,87,728,154,2128,128,228,27
1685397	35,221
1685398	35,216,179,152,176
1685399	35,963
1685400	35,60,612,876
1685401	127,35,212,1679,724,292,53,41,27
1685402	35,51,81
1685403	35,95,90
1685404	35,2759
1685405	35,628
1685406	35,1700,205,2860,2043,81,1815,917,702
1685407	35,1577,53
1685408	35,44,821,147,271
1685409	35,440,3972,231
1685410	35,663,188,278,1591,107,128
1685411	35,146
1685412	35,1243,162,222
1685413	1102,35,217,17,146,1060
1685414	35,42,1256,128
1685415	35,90,81,1146
1685416	35,221
1685417	35,1086
1685418	35,1392,899
1685419	1117,35,1378,2797
1685420	35,95,1999
1685421	35,88,539,899
1685422	35,821
1685423	35,568
1685424	35,965
1685425	35,14,624,126,1256,236,177,93
1685426	35,81
1685427	35,365,518,81,15,128
1685428	35,155,76
1685429	35,51
1685430	35,1776,208,292
1685431	35,269
1685432	35,40
1685433	35,81,46,146,143
1685434	35,179,192,14
1685435	35,536,3874
1685436	35,81
1685437	35,228,131
1685438	1821,35,223,77,230,146,143,377,535
1685439	35,422
1685440	35,136,818,133,2010,436
1685441	35,90
1685442	35,143
1685443	35,85,365,910,19
1685444	35,208,93
1685445	35,14,889,241,2012
1685446	35,14,464,246,3003
1685447	35,455,179,87,806,27,421,38,128,673,502,505,176
1685448	35,81
1685449	35,221
1685450	35,395,1202
1685451	35,236
1685452	35,90
1685453	378,2321,35,76,272,88,19
1685454	35,85,14,179,87,133,373,240,32
1685455	35,236
1685456	35,44,98
1685457	35,195
1685458	35,107,188
1685459	35,728
1685460	35,67,128
1685461	35,218,628
1685462	35,56,2242,44,136,150,212,147,334,406,146,8,680
1685463	35,56,31,160,441,821,68,36,98,257,157,421
1685464	35,59,535
1685465	35,1226
1685466	35,95,436
1685467	35,81
1685468	35,87
1685469	35,208
1685470	35,642
1685471	35,295,622,143,702,177
1685472	35,1060
1685473	35,3071
1685474	35,295,219,1670,97,212
1685475	35,825
1685476	35,1059,810,223,95,2130,222
1685477	705,35
1685478	35,588,1135,2359
1685479	35,278,217,236
1685480	35,1996,2348
1685481	35,136,563,81,192
1685482	35,467
1685483	35,51,838
1685484	35,1609
1685485	35,728
1685486	35,746,95,228
1685487	35,81
1685488	35,2678,131
1685489	35,1859,949,128
1685490	35,3809,564
1685491	35,95,143
1685492	35,231
1685493	35,680
1685494	35,899
1685495	35,14
1685496	35,1821,748,965
1685497	35,249
1685498	35,2446
1685499	35,995
1685500	127,35,1132,825,570,1582,406,17,447,128,251
1685501	341,35,1277,4164
1685502	35,539,14
1685503	35,769,70
1685504	35,667,152,5,1072,535
1685505	35,821,147
1685506	35,720,955,518,81,107,128
1685507	35,70,2754
1685508	35,821,5,25
1685509	35,17,90,14
1685510	35,278
1685511	35,1504,922
1685512	35,164
1685513	35,69
1685514	35,176
1685515	35,81
1685516	35,2164,122,188,218,87,81,1574,46,797,436,228,42,612
1685517	35,2388,177
1685518	35,228,131
1685519	35,95,624,505
1685520	35,1102
1685521	35,1981
1685522	35,663,231,81,46
1685523	35,49,107,46
1685524	35,233,2164,1970,818,4006,236,2748
1685525	35,769,14
1685526	35,1226
1685527	595,35,292,133,692,258,60,4219,4044,93
1685528	35,464,1789,25
1685529	35,208,221
1685530	35,624,505,177
1685531	35,2718
1685532	35,228
1685533	127,35,3555,56,770,122,2457,246,84,146,128
1685534	35,1003,278,365,81
1685535	35,81
1685536	35,81
1685537	35,1677,770,518,128
1685538	35,147
1685539	35,56,748,231,2586,90,728,17,539,128,228,2130,176
1685540	35,95,452
1685541	35,221
1685542	35,663,231
1685543	35,5
1685544	35,377
1685545	35,4399
1685546	1561,35,610,2211,2718,544,2148,382,2270,1897
1685547	35,462,177
1685548	35,22
1685549	35,85,136,70,143
1685550	363,1936,35,3032,1552,619,342,1085,329,272,58,165,4249,48,776,2342,1622
1685551	35,44
1685552	35,221,899
1685553	35,44,53,478
1685554	35,177
1685555	35,663
1685556	35,1929
1685557	35,81
1685558	35,838,764,502,93
1685559	35,241
1685560	35,262,731,223,103,81,728,440,192,41,27
1685561	35,307,15,17,46,539,387,1723
1685562	35,538,223,965,93
1685563	35,85,295,187,436,8
1685564	35,14,216,899
1685565	35,90
1685566	35,177
1685567	35,107,728,128
1685568	35,44
1685569	127,35,95,15,17,131
1685570	35,90,255
1685571	35,922,272,1861
1685572	35,2004,143,1300
1685573	35,81
1685574	35,88
1685575	35,14,68,76,88
1685576	35,81
1685577	1258,35
1685578	35,666,2044,200
1685579	1102,35,56,266,81,84,72,505
1685580	35,81,231
1685581	35,81,93,143,3603
1685582	35,81
1685583	35,84
1685584	35,81
1685585	35,314,218,95,2575,344,507
1685586	35,127,1283
1685587	35,1217,14,95,192,769,899,1265
1685588	35,853,2680,1863,492,900,176
1685589	35,1890,910,1243,2874
1685590	127,35,17,1158,177
1685591	35,93
1685592	35,592
1685593	35,136,95,17,46,620
1685594	35,56,429,728,673
1685595	35,107
1685596	35,2658,233,97,258,1281
1685597	1102,35,172,2841,1217,14,3380,307,1226,146,436,221,167,2012
1685598	35,719
1685599	35,728,14
1685600	35,663,231,90,1859
1685601	35,14,1671,95,131,221,176
1685602	35,81
1685603	35,680
1685604	35,254
1685605	35,728
1685606	35,177,1072,1660
1685607	35,56,2841,231,544,17,2012
1685608	35,125,146,1265
1685609	35,769,467
1685610	35,556,147,1517
1685611	35,3469,233,97,2891,1736,382
1685612	35,93,236
1685613	35,90,1146
1685614	35,3724
1685615	35,25
1685616	35,136,2143,208,329
1685617	35,175
1685618	35,624,806,228
1685619	35,152
1685620	35,862
1685621	35,81
1685622	35,81
1685623	35,838,624,806,599,1072,505
1685624	35,1999
1685625	35,838
1685626	35,56
1685627	35,663,325
1685628	35,221,177
1685629	35,769,728,177
1685630	35,143
1685631	35,93
1685632	85,1132,223,146,254,93,176,35,455,179,81,143,131,390,464,128,337,365,217,1373,192,236
1685633	35,88,231
1685634	35,14
1685635	35,14
1685636	35,85,84,60,19
1685637	35,1677,357
1685638	1258,35,143,272,382
1685639	35,68,87,107,208,657
1685640	35,539
1685641	35,56,748,810,223,624,881,1758,17,177,228,505
1685642	35,505,131,236
1685643	1850,35,387
1685644	35,558
1685645	35,231,90,46,222
1685646	35,146
1685647	35,90
1685648	35,2586
1685649	35,266,221
1685650	35,440,1085
1685651	35,387,1226,90
1685652	35,231
1685653	35,840,230,702,93
1685654	35,97,133,3538,3231
1685655	35,568
1685656	35,3216
1685657	35,81
1685658	35,84,1217
1685659	35,44,307,642,596,454,234,506
1685660	35,85
1685661	2321,35,292,81,236
1685662	1822,35,154,539,88
1685663	35,446,728,70,329,255
1685664	35,1072
1685665	35,204,752,787,95,68,452,1394,46,167,27
1685666	35,436,81
1685667	35,946
1685668	1936,35,147,98
1685669	35,782
1685670	35,44
1685671	1368,35
1685672	35,497,642
1685673	35,742,192,1749
1685674	35,49,231,88,387,51
1685675	35,2802,128
1685676	35,85,188,342,87,1464,1607,107,1344,507,1552,1996,776
1685677	35,131
1685678	35,231
1685679	35,391,271,81
1685680	35,728
1685681	35,534,525
1685682	35,56,373,128
1685683	35,946,1030,85
1685684	35,44,1277,1570,505
1685685	35,2664,979,136
1685686	35,90
1685687	35,160
1685688	35,1072
1685689	35,49,3,38,379
1685690	35,228
1685691	35,164,104,292,534,0
1685692	35,216,136,1985
1685693	35,965
1685694	35,1805
1685695	35,90
1685696	35,1821
1685697	35,577,14
1685698	2279,35
1685699	35,131
1685700	35,234,1159
1685701	35,336,794,1247
1685702	35,1144
1685703	35,272
1685704	35,81
1685705	35,1766
1685706	35,307
1685707	35,101,2044,532,228,535
1685708	1258,35,3062,2718,84,382
1685709	35,81
1685710	35,228
1685711	35,90
1685712	35,454,1658
1685713	35,136,81,406,684,143,16,8,868,251
1685714	35,221
1685715	35,715
1685716	35,1641,296
1685717	35,93
1685718	35,95,46
1685719	35,85
1685720	35,53
1685721	35,680
1685722	35,136,357,53
1685723	35,90,146,231
1685724	35,22
1685725	35,160
1685726	35,98,66
1685727	35,56,801,592,770,2180,2586,3631,87,1680,325,67,128,257,421
1685728	35,81,143,236
1685729	1102,35,231,1999,90,2359,128,228
1685730	35,3502,451,4094,1418,32
1685731	35,56,748,1758,17,131,228,176
1685732	35,279,221
1685733	35,1653,634
1685734	35,663,2680
1685735	35,98,382,32,66
1685736	35,663,426,1645,194,1428,1718,1055,691
1685737	35,56,122,188,107,46,128
1685738	35,269
1685739	35,411
1685740	35,192
1685741	35,152,462,272,60,88
1685742	35,221
1685743	35,238
1685744	35,56,1745,1065,131
1685745	35,177
1685746	127,35,194,3809,620,131,221
1685747	35,14,2393,122,95,2143
1685748	35,38,15,216
1685749	35,146
1685750	35,51
1685751	35,231,81,17,177,93
1685752	35,216,518,462,337,27
1685753	35,85,136,1219,406,3409,680,848
1685754	35,218
1685755	35,231,218,246,2419,38,337
1685756	35,90,1414,355
1685757	1890,308,35,218,223,95,1577,17,436,60,510
1685758	35,125
1685759	35,848,610
1685760	35,46
1685761	35,3645,19,1686
1685762	35,158
1685763	35,98
1685764	35,90,3475
1685765	35,1217,81,436,98,125,1072
1685766	35,749,54,174,452,143,72,51,27
1685767	35,848,544,910
1685768	35,90
1685769	35,154
1685770	35,749,174,693,154,1030,634
1685771	35,460
1685772	35,38,143,260,32
1685773	35,455,90,624,806,81,70,177,221,505,899
1685774	127,35,663,1757,1059,1999,218,95,17,304,228,769,222
1685775	35,56,231,666,81,84,436,128
1685776	676,35,405,1577,126,43,258,60,51
1685777	3241,35,90,1146,159,1856,2403,98,680
1685778	35,44,90,821,1226,147,25,271,208,53
1685779	35,136,90,81,217,46,192,124
1685780	35,56,921,611
1685781	35,15
1685782	35,810
1685783	35,95
1685784	1258,35,382
1685785	35,216,728,436
1685786	35,719,90,158
1685787	35,2582,85,436
1685788	35,56,766,14,728,93,535
1685789	35,81
1685790	35,262,314,231,307,218,95,87,462,387
1685791	35,663
1685792	35,56,90,1591,84,131,221
1685793	35,258
1685794	35,107
1685795	35,1072
1685796	35,81
1685797	35,126,502,965
1685798	35,537,1830
1685799	35,1414,1590
1685800	35,81
1685801	35,228,176
1685802	35,547,1360,81
1685803	35,81
1685804	35,292,98
1685805	35,1226,5
1685806	35,728,272
1685807	35,88,192
1685808	35,81,231
1685809	35,66
1685810	35,221,131
1685811	35,107,70
1685812	35,128
1685813	35,3486,246,152,599
1685814	35,188,1226,87,279,107,436,228,254,611
1685815	35,296,231,81,230,899,1057
1685816	228,35,921,179,84,131,221,379,27
1685817	35,766,1459,292,93
1685818	35,128,3399
1685819	35,152,402
1685820	35,125
1685821	35,15
1685822	35,1226,292,2457,497,93
1685823	35,85
1685824	35,279
1685825	382,35,1258,610
1685826	35,81,98
1685827	35,577,414,580,782,406,478,532,611
1685828	35,14,628,539,53,341
1685829	35,663
1685830	35,14,810,90,95,81,217,1060,1072,899
1685831	35,2623,3747,728,67,1711,702,841,493
1685832	35,216,910
1685833	35,56,748,258,746
1685834	35,624
1685835	35,3872,1096,1141
1685836	35,95,1447,963,377,1265
1685837	35,1830
1685838	35,90,192,231
1685839	595,56,35,728,128
1685840	35,1022
1685841	35,718,240,658
1685842	35,340,1999
1685843	35,648
1685844	35,429,218,38,673,2762
1685845	35,269,85,192,680
1685846	35,56
1685847	35,221
1685848	35,816,1082,1224,2122
1685849	35,3652,818,218,95,452,228
1685850	35,49,56,216,889,223,624,728,17,76,128,2031
1685851	35,1394,797,272,450
1685852	35,566,2421,365,87,1274,152,422,192,532
1685853	35,728
1685854	35,212,107
1685855	35,1226,228,3380
1685856	35,1072
1685857	35,663,85,231,90,2427,223,81,505,93
1685858	35,14,90,628,769
1685859	35,245,2836,396,3068,4402,2523
1685860	35,1063,90,3872,705,848,536,254
1685861	35,2685,221
1685862	3280,35,177,612
1685863	35,85,222
1685864	35,848
1685865	35,663,279,728,81
1685866	35,921,131
1685867	35,766,715,2013,782,1723
1685868	35,314,2182,610
1685869	35,81,899
1685870	35,152,14
1685871	35,90,3
1685872	35,3409
1685873	35,90,217,2951
1685874	35,212,146,143,177
1685875	35,663,3478,3071,95,81,510,1996
1685876	35,667,131,568
1685877	35,217,93
1685878	35,44,296,77,2569,1060,1552,1300
1685879	2321,35,53
1685880	35,1226,14
1685881	35,88,294,192
1685882	35,93
1685883	35,1158,228
1685884	35,67,87,3724
1685885	35,188,107,1344,208,436,536,93
1685886	35,83,95,126,125,93,140
1685887	35,85,295,136,563,278,236,81,217,1658,208,797,46,8
1685888	35,510,1563
1685889	35,231
1685890	35,2164,216,246
1685891	35,3175
1685892	35,899,236
1685893	35,465,139,159,18,36,137,34,40
1685894	35,44,889,440,236
1685895	35,177
1685896	35,125
1685897	595,35,592,844,90,1423,87,15,17,945
1685898	35,462,38
1685899	35,769
1685900	35,3803,1049
1685901	35,436
1685902	35,81
1685903	35,14,231,164,177
1685904	35,14
1685905	35,107,436
1685906	35,337
1685907	35,147
1685908	35,577,93,296
1685909	35,44,1226,147,221
1685910	127,308,35,136,188,90,81,177,93,60,369,505,899,535
1685911	35,1419
1685912	35,806,81
1685913	35,107,2524,296
1685914	35,295
1685915	35,81,98,1072,177,899
1685916	35,3269,763
1685917	35,103,1243,38,680,42,505
1685918	35,538,731,218,223,3397,910,2432
1685919	35,663,717
1685920	35,146
1685921	35,192
1685922	35,14
1685923	35,44
1685924	35,329
1685925	35,81,217,131,502
1685926	35,87,81,217,25,464,208,436,192,88,93,421
1685927	35,125
1685928	35,728,881
1685929	35,109,145,227
1685930	35,223
1685931	35,160,90,818,177
1685932	35,659
1685933	2321,35
1685934	35,2177,1392,464,15,53
1685935	35,2089,136,90,95,107,1778
1685936	35,231,889,90,223,95,81,38,337,177
1685937	35,279
1685938	35,56
1685939	35,905
1685940	35,3622
1685941	35,592,2769,231,2586,17,1256,128,88
1685942	35,292,1319,673,93
1685943	1258,35,14
1685944	35,217
1685945	35,146,143,680,221,702,377
1685946	35,230
1685947	35,257,562,1072
1685948	35,85,177
1685949	35,1217,292,95,81,1226,1815,125,486
1685950	35,154
1685951	35,154,899
1685952	35,436
1685953	35,127
1685954	35,90,93
1685955	35,619
1685956	35,988,27,219
1685957	35,90,107,228,702
1685958	35,127,85,14,1120,188,95,292,186,152,38,98,124
1685959	35,302,583
1685960	35,2623,136,124,776,2342
1685961	35,2056,223,87,436,53
1685962	35,122,563,90,266,286,84,27
1685963	35,465,85,2949,217,154,192,228,379,1480
1685964	35,2033
1685965	90,35,107,406
1685966	35,46,146,236,221
1685967	35,2595,254
1685968	35,663,455
1685969	35,821,14
1685970	35,844,236
1685971	35,728,436
1685972	35,620,455,14
1685973	35,1587,221,127
1685974	35,125,292
1685975	35,1022,292,81,125
1685976	35,387,292
1685977	35,19
1685978	35,921,217,373,15,177,131,221,506
1685979	35,491,2573,581,32
1685980	35,844,152,1501,2063
1685981	35,56,921,221
1685982	35,340,231,223
1685983	35,81
1685984	35,127,2829,81
1685985	35,1392,14,15,17,38,1075,1829,19
1685986	35,90,146,81
1685987	35,17,216
1685988	35,422
1685989	35,221
1685990	35,146
1685991	1561,35,97,219,1645,266,133,678,965,46,2438,1068,382,627
1685992	35,90,2523,467
1685993	35,663,231,90,1577,910
1685994	35,387,292
1685995	35,406,373
1685996	35,200
1685997	35,797
1685998	35,286,477
1685999	164,150,98,1002,200,88,34,769,125,93,66,35,946,190,81,539,273,1102,44,14,212,786,147,154,258,53,5
1686000	35,728
1686001	35,81,899
1686002	35,505
1686003	35,931,177,231
1686004	35,1996
1686005	35,301,44,821,279,147,271,53,16,221,5
1686006	35,294,622,98,281
1686007	35,56,498,216,14,146,272,2857,254
1686008	35,5,44
1686009	35,81
1686010	35,127
1686011	127,35,160,14,292
1686012	35,377,131
1686013	35,1392,122,188,365,87,217,107,382,536,387
1686014	35,85,90,2010,228
1686015	35,3906
1686016	35,81
1686017	35,85
1686018	35,122,292,728,93
1686019	676,35,56,133,228,93
1686020	35,81
