	47,413,792,495
728043	189,676,312,467,598,174,454,30,478,463,634,361,245,967,693,123,642,457,628,60,72,405,51,609,545,390,299,579,3,790,121,321,607,234,379,438,506,557,749,656,752,435,276,292,25,425,576,662,252,902
728044	31,435,1139,18,36,609
728045	299,435,642,454,506
728046	435,19
728047	435,609
728048	245,61,390,90,299,435,3860,1447,241,454,93,680,60,609
728049	299,435,82,126,506,609
728050	127,245,299,435,143,53,387,177,609
728051	435,425
728052	245,643,295,467,390,299,435,37,609
728053	435,622,467
728054	557,245,609,889,299,435,707,454,581,530,234,252,169,477
728055	71,245,83,1032,42,435,497,579,3,457,154,30,539,258,475,51,361
728056	719,454,463,1078,413,441,642,457,405,520,169,477,299,891,596,1144,790,607,438,749,656,928,276,435,557
728057	245,299,435,454,607
728058	622,435
728059	595,269,749,609,646,299,693,276,435,264,1144,516,757,405,477
728060	279,146,950,693,241,912,43,72,405,609,299,607,369,595,288,435,276,77,264,425,576,757,177
728061	435,425
728062	337,435,252,438
728063	189,94,435,3,425
728064	245,999,299,435,38,839,609
728065	215,269,766,538,435,310,1144,425,217,46,557,252,535
728066	245,467,299,435,425,1953
728067	35,2836,14,435,1158,221,2523
728068	245,299,435,454,609
728069	308,245,71,91,299,435,25,15,3,454,576,53,60,234,273,252,609
728070	185,622,36,361,89,61,376,317,761,431,405,50,515,224,3,158,138,749,435,235,341
728071	299,454,435,609
728072	530,2004,435
728073	4569,3043,435,214
728074	482,174,526,130,63,950,140,590,54,206,843,123,1126,912,59,173,227,307,299,527,1751,716,288,134,1267,435,271,195,341,5
728075	320,330,622,435,57,111,630,210,270,181,367,916,58,343,311,4,263
728076	71,312,598,174,1143,39,454,30,533,42,634,361,413,245,441,693,123,642,457,1111,273,405,44,83,742,299,3,596,607,234,438,506,557,749,656,928,103,276,435,25,466,154,425,258,662,252
728077	94,435
728078	49,39,30,463,950,361,245,99,95,761,126,1111,43,60,609,390,91,299,570,3,379,656,435
728079	245,390,299,435,609
728080	245,299,622,435,2990
728081	435,249,281,2826
728082	1010,435
728083	299,435,642,454,234,252
728084	245,384,299,435,2158,246,82,117,454,252,520
728085	299,245,435,609
728086	435,425
728087	299,245,435
728088	299,245,435
728089	299,245,435,230
728090	1657,214,435
728091	435,460
728092	294,441,91,646,999,435,174,3,662,757,950,506
728093	245,299,435,457,466,454,533,463,438,609
728094	71,312,598,174,279,1143,995,117,30,478,950,361,245,99,889,457,126,912,43,60,405,169,609,51,299,82,438,804,595,557,656,435,25,576,258,341
728095	390,245,435,609
728096	245,467,299,435,622,609
728097	245,2836,467,390,619,622,435,299,38,609
728098	435,121
728099	390,967,299,435,596,642,454,746,506,609
728100	85,160,1028,39,530,1902,245,491,642,609,545,307,390,299,596,1574,506,1660,435,192,416
728101	299,435,276,264,234
728102	49,71,174,1028,117,454,30,361,245,889,646,123,642,126,60,405,520,609,299,596,82,234,506,435,25,662,252
728103	29,245,438,521,435,299,234,466,454,607,463,839,252,609
728104	999,435,454,252,609
728105	245,438,609,1929,390,299,435,761,457,454,533,405,169,477
728106	245,83,467,390,299,622,435,609,176
728107	245,609,1554,435,123,2990
728108	595,269,390,299,435,234,39,425,986,51,43,581,337,369,72,405,609
728109	215,435,246,467
728110	91,435,576,454,234,839,252
728111	30,435
728112	1132,435
728113	946,435,103,117,30
728114	435,160,53,89
728115	245,1626,211,299,622,145,326,435,402,367,343,173,609
728116	88,435,1392,467
728117	215,2348,299,435,995,790,258,252,234,72,520,609
728118	595,315,967,299,435,425,462,337,1282,377,477,361
728119	245,390,299,435,82,152,609
728120	299,454,435,252
728121	622,435
728122	262,1244,454,155,146,38,1234,967,68,241,46,60,2056,15,978,435,276,264,425,167,252
728123	680,435,1771
728124	245,999,299,435,38,607,534,839,609
728125	676,435
728126	245,467,299,435,869,5
728127	999,545,405,435
728128	245,299,435,234,252,506,609
728129	598,478,746,463,839,245,967,693,642,241,457,273,405,520,299,570,15,790,685,379,234,506,557,749,928,435,576,662
728130	502,435,535
728131	245,390,299,622,435
728132	245,2798,299,435,642,596,506
728133	435,44
728134	390,299,622,435,169,717
728135	245,299,435,454,234,252,609
728136	245,44,136,467,390,4504,299,622,435,93,302,609
728137	742,390,299,435,152,462,328,607,137,341,337,506,609
728138	154,435
728139	1245,312,2642,435
728140	245,999,299,435,454,234,252
728141	435,2163
728142	288,391,1028,435,642,454
728143	245,296,441,435,279,685,763,234,609
728144	329,435
728145	94,605,622,435
728146	302,435,44
728147	502,435,2218
728148	390,299,245,435
728149	1222,435
728150	299,435,609
728151	132,435,609
728152	189,174,435,117,457,30,252
728153	245,742,441,520,299,435,400,466,454,839,950,1159,252,463
728154	299,435
728155	101,1671,435,2525,367,916,760,343,958
728156	32,245,233,219,457,520,609,44,299,596,260,607,234,288,435,103,466,41,252
728157	435,318
728158	132,598,400,454,533,950,839,245,693,843,3152,642,457,912,1159,742,299,596,790,607,369,234,438,506,749,288,435,466,258,252
728159	71,646,435,25,425,607,8,282
728160	435,77,2112,264,1174,1243,167,27
728161	299,245,435,609
728162	174,435,497
728163	189,435,1440,206,1394,2267
728164	125,435
728165	197,435,425,3,53,1306
728166	72,435
728167	139,24,164,937,1085,70,300,140,465,245,92,2,286,406,1159,520,295,20,1444,596,255,234,391,435,147,460,641,425,229,80,1277,16,124
728168	189,174,78,435,609
728169	595,269,245,315,390,377,299,435,596,707,642,38,478,746,506,609
728170	371,435
728171	400,435
728172	749,598,967,299,693,435,642,2167,634,506,609
728173	245,299,622,435,609
728174	71,99,83,91,299,435,39,117,126,454,43,42,234,252,609
728175	170,148,54,435,108,1800,237,1067
728176	435,436
728177	622,435
728178	245,922,299,435,234,252,609
728179	3322,245,2997,1459,390,299,435,948,100,38,59,4,34,118,612,609,89
728180	245,390,299,435,609
728181	245,288,299,435,1028,3,258,607,110,273,609
728182	435,533
728183	215,435,14
728184	139,340,622,405,435,299,425,1594,8,173,5,318
728185	435,57,425,8,72,34,40
728186	299,435
728187	435,622,292,121,236
728188	299,435
728189	245,749,1451,1159,299,693,435,825,576,273,634,609
728190	132,174,598,1143,454,478,533,463,634,361,245,441,889,967,693,642,457,1111,72,405,169,609,51,1694,742,570,596,790,607,234,438,506,557,749,656,928,276,341,435,856,425,77,258,662,252
728191	622,435
728192	262,396,563,835,205,266,240,267,1313,76,808,233,122,352,743,171,68,575,1211,1305,2719,900,325,347,1794,349,73,250,409,1059,2358,1653,564,918,67,107,929,86,1054,513,2258,45,1710,435,658,1208,911,102,41,510,600,19,27,493
728193	467,719,435,622,103
728194	71,266,117,30,478,919,89,2,126,536,169,170,83,91,3,82,369,435,425,662,48,252
728195	245,299,435,454,609
728196	245,99,288,757,435,117,82,454,42,919,520,609
728197	245,609,390,435,2523,2990
728198	299,245,435,609
728199	537,622,435,217,43,169
728200	245,299,622,435,425,609
728201	71,245,435,928,596,607,662
728202	245,438,453,2086,299,435,103,497,40,454,393,234,252,609
728203	435,146,46
728204	94,299,435,276,1144,264,425,1243,642,241,557,757
728205	245,299,435,898,609
728206	189,676,71,174,1143,117,630,454,533,42,839,634,245,99,441,693,123,642,457,43,405,83,742,299,570,579,596,82,790,607,234,438,749,928,435,264,25,466,425,576,258,557,252,902
728207	299,435
728208	299,435
728209	749,598,299,693,435,986,534,634,477,361
728210	269,152,435
728211	299,234,435,245
728212	245,622,609,435
728213	245,299,435,234,252
728214	656,441,174,434,103,693,435,724,190,919,607,4303,261,118
728215	1644,435,288,871
728216	622,435
728217	189,537,844,288,132,435,622,77,117,986,121,506,377,477,176
728218	245,312,299,435,955,3433,39,123,979,53
728219	245,299,435,2128,609
728220	435,624
728221	245,390,299,435,609
728222	305,435
728223	435,425,25,986,2001,536
728224	245,288,299,435,466,912,609
728225	308,71,646,435,25,425,607,8,282
728226	1922,435,724,261
728227	99,299,435,15,126,43,42,839
728228	223,435,467
728229	435,622,467
728230	245,390,299,435,609
728231	132,174,598,39,454,478,533,361,245,491,889,642,609,390,570,707,234,369,438,506,557,749,656,435,276,341,425,576,462,662,252
728232	656,491,299,435,1028,279,30,839,169
728233	245,85,299,435,609
728234	676,537,435,425,530
728235	245,299,435,934,3,685,252,609
728236	245,299,435,607,839,609
728237	299,245,435,609
728238	245,299,435,1440,580,454,530,234,839,252
728239	742,967,1737,299,435,642,466,454,1230,746,506,609
728240	91,94,435,843,912
728241	482,71,101,160,44,435,3,425,919,252
728242	28,150,168,454,137,92,2,286,244,374,40,754,277,20,299,141,328,29,1487,922,435,867,16,182
728243	245,390,1224,299,435,485,965,1286,252,520,169,609
728244	245,390,299,435,609
728245	435,609
728246	245,288,299,435,662,950,1159,609
728247	245,2,299,435,1028,286,596,642,454,234,252,506,609
728248	245,142,299,435,208,341,1354,254,1723,609
728249	710,435
728250	44,441,299,435,622,236
728251	435,609
728252	435,14
728253	245,441,999,1352,299,435,457,466,454,533,746,463,839,19,361
728254	435,425,642,454,790,146,258,255
728255	299,245,435
728256	245,889,299,435,530,466,707,454,462,131,337,234,252,609
728257	435,425
728258	432,230,533,950,361,245,441,761,44,742,299,1447,821,435,103,77,25,258,662
728259	245,296,299,435,454,609
728260	435,103,2116,1146,1002,110,125
728261	482,435
728262	413,435,249
728263	308,2431,435,299,192,533,609
728264	299,245,435,609
728265	245,390,299,435,609
728266	245,467,390,4504,299,622,435,609
728267	245,99,999,299,435,42,609
728268	299,435,467
728269	299,245,435,609
728270	288,299,1662,435,63,609
728271	245,315,299,435,609
728272	537,435,252
728273	441,299,435,986,466,131,221
728274	435,506
728275	3716,1075,245,405,609,477,662,299,1144,337,234,3380,435,581,1572,425,462,16,1601,557,252
728276	189,139,622,526,311,634,245,560,326,286,123,405,609,318,83,91,299,121,716,435,77,271,285,341,110,5
728277	504,2215,101,24,2732,435,402,1772,367,129,916,173,1480
728278	435,425,3
728279	950,1694,132,94,174,435,299,234,995,425,400,15,986,1113,341,757,173,634
728280	749,288,598,2427,90,693,435,872,234,1336,1146,158,912,1015,3542,167,252,609
728281	245,438,838,299,435,928,234,457,454,790,919,258,533,607,530,463,839,252
728282	622,435
728283	435,425
728284	299,245,435
728285	299,245,435,609
728286	622,2990,435
728287	2107,435
728288	189,525,446,435,246,123,117,154,797,53,534,3069,177
728289	1648,435
728290	910,30,435
728291	624,1040,367,311,839,245,999,1282,405,609,307,299,208,435,276,77,53,341,757
728292	223,435,1143,234,123,466,576,912,506,258,337,369,252,169
728293	622,435,217,27,251
728294	622,246,435
728295	435,321,258
728296	288,132,174,299,622,435,761,995,425,77,10,1113,293,662,757,234,520,318
728297	245,446,90,299,435,454,311,60,234,261,252,609
728298	197,884,245,288,299,435,454,316,607,463,1159,520,609
728299	245,288,299,435,596,642,457,533,438,506,609
728300	288,850,435,117,425,3,986,912,273,51
728301	299,435
728302	245,299,435,454,839,609
728303	572,467,3382,1085,454,478,451,889,967,339,946,642,46,584,1797,14,216,299,596,17,67,222,506,45,518,435,264,481,192,53,493
728304	299,454,435
728305	609,52,622,435,1024,625
728306	1222,238,622,435,146,359,121,88,93
728307	220,168,7,454,389,33,1034,565,245,12,2,642,196,244,59,247,40,50,114,120,299,596,353,138,1170,506,134,435,297,26
728308	299,435,530,234,252
728309	1222,308,676,435,30,43
728310	545,394,299,435,1595
728311	245,861,821,622,435,299,2204,609,589
728312	299,1657,425,435
728313	1939,622,7,413,967,1111,244,106,609,645,1125,299,2061,683,552,1350,2176,1267,435,276,198
728314	136,840,625,299,435,258,698,16,88,609
728315	299,435,928,607,234,252
728316	37,246,435
728317	94,126,435
728318	22,435,57,53
728319	1459,435,121
728320	435,570,609
728321	557,245,609,83,1459,390,299,435,460,1144,3,154,478,581,477
728322	214,503,28,315,4,299,435,234,40,6,26,454,63,530,1320,252,609
728323	1028,273,435
728324	245,172,2836,44,467,390,299,622,435,51,252,609
728325	189,288,441,435,279,77,425,15,3,790,337,919
728326	709,224,1735,3481,937,299,435,342,234,159,454,1336,252,140
728327	28,454,463,140,245,2,68,642,1394,23,59,612,609,1643,4029,299,596,234,506,435,1440,302,48,252
728328	563,39,42,32,646,43,143,60,609,295,216,390,299,308,435,276,264,462,252
728329	676,71,511,361,967,761,843,912,60,537,299,579,2081,234,308,288,435,276,77,425,557,757,252,902
728330	139,3092,598,174,1028,622,300,432,454,30,42,839,245,99,2,179,52,832,999,642,457,912,628,609,299,596,790,438,288,435,25,425,252,0
728331	245,44,390,646,299,435,425,154,506,379,252,169,609
728332	189,902,312,160,279,117,454,511,5,42,176,245,99,441,967,123,642,692,43,628,173,405,214,2656,83,91,299,145,570,3,596,82,2857,607,234,506,101,928,103,2573,435,246,576,154,437,177,3536,53,341,252,377
728333	435,425
728334	262,2464,155,76,42,361,451,441,429,339,1111,169,720,218,299,966,607,86,234,438,506,3826,288,928,103,435,246,425,252
728335	435,622,1459,176
728336	223,511,530,125,93,245,123,46,60,72,51,390,299,579,234,231,435,154,462,557,282,377,535
728337	132,435,258
728338	622,435
728339	595,557,245,889,2,299,435,761,39,576,454,462,581,337,234,252,169,477
728340	189,71,598,174,78,117,454,30,634,245,2,693,609,83,390,91,299,607,749,928,435
728341	754,560,659,435,816,108,299,229,201,609
728342	71,850,132,39,454,478,533,511,967,642,1111,51,169,299,579,707,607,379,234,1057,557,308,656,435,276,77,856,25,662,252
728343	189,197,71,655,49,628,91,920,435,299,117,25,919,662,273,902,609
728344	189,90,435,1373,255,520
728345	491,467,223,435,88
728346	467,435,622,518,123,93
728347	1404,245,382,296,90,435,117,82,15,228,609
728348	950,245,646,642,457,912,1159,520,609,83,3306,299,596,82,369,234,438,506,435,576,159,252
728349	341,902,435,258
728350	622,121,435
728351	435,467
728352	1102,245,841,299,435,81,15,454,43,1158,462,337,839,252,169,609
728353	435,2990,1953
728354	189,269,49,71,598,279,497,1143,39,117,454,30,478,511,42,245,99,889,646,693,81,123,241,126,692,43,60,273,405,169,609,477,72,51,545,83,91,299,579,3,986,707,82,1144,607,234,369,438,37,506,1057,308,844,435,276,581,264,856,25,154,425,77,576,557,757,27
728355	99,435,912,1170,43,950
728356	1803,1976,435
728357	245,299,435,454,234,252,609,89
728358	299,454,435,245
728359	245,2836,467,390,299,622,435,321,53,609
728360	656,435,1028,252,530,234,405,2207,318
728361	299,95,435,779,488,112,609
728362	4178,467,518,435,8
728363	438,288,299,435,1028,995,596,642,457,912,454,506,520,252,169,609
728364	217,435,440,192
728365	245,390,299,435,609
728366	279,181,33,746,140,967,2,693,59,114,299,749,256,284,134,435,425,80,237
728367	245,438,441,299,435,928,234,596,457,454,506,533,607,463,252,3556
728368	299,245,435
728369	435,622,467
728370	999,299,435,276,1028,596,642,454,607,757,839,405,506,609
728371	61,622,435,16,48
728372	299,435,236
728373	435,622,467
728374	557,967,299,693,435,843,928,425,912,581,477
728375	245,288,299,435,457,533,438,609
728376	622,564,435
728377	227,54,435,198,486,549
728378	449,245,614,160,752,390,299,435,995,609,251
728379	467,454,533,746,361,413,245,1032,241,457,60,609,537,390,299,3,596,607,379,438,506,308,716,656,928,276,435,264,77,757,252
728380	943,435
728381	234,435,425
728382	299,245,435
728383	299,454,435,245
728384	390,299,435,609
728385	478,463,889,693,68,1113,1159,405,520,477,707,369,234,749,435,581,425,576,557,252
728386	482,71,132,22,478,1106,634,99,946,169,986,82,152,8,2335,573,595,827,435,276,25,425,258,195,53,963
728387	1030,435,89
728388	622,44,435
728389	435,15,769,717,609
728390	245,390,299,435,609
728391	1890,245,390,299,435,2593,609
728392	189,245,3917,435,299,39,43,609
728393	1010,435
728394	189,413,288,174,78,435,206,570,123,3,304,63,1113,321,341,249
728395	299,622,435,158,454
728396	299,435,642,454,662,530,234
728397	35,56,85,1132,14,435,461,84,2107,152,192
728398	595,269,245,299,435,462,337,609
728399	435,5,625
728400	94,451,435,159
728401	435,425,8
728402	49,390,299,435,843,234,425,995,252,757,379,520,169,609
728403	245,390,299,435,457,258,533,438,609
728404	245,390,299,435,276,462,757,252,609
728405	14,435,425,790,93
728406	390,435
728407	189,749,967,299,435,70,425,557,506,89
728408	995,1146,168,230,34,66,245,2,1546,252,520,625,609,299,8,234,518,435,466,237
728409	598,174,1143,454,533,746,634,361,245,441,967,693,642,457,405,742,299,596,790,607,234,438,506,557,749,656,928,435,425,466,662,252
728410	364,631,299,435,0
728411	299,454,435
728412	245,390,299,435,609
728413	435,467
728414	308,451,315,299,435,825,38,53,72,169,609
728415	390,299,435,609
728416	435,122
728417	245,299,435,530,234,252
728418	207,435,133,143,1364
728419	216,435,717
728420	245,749,609,390,693,435,1040,457,557,337,463,477,361
728421	245,1451,390,299,435,25,17,72,51,169,609
728422	78,622,435,1841,80,265
728423	1028,624,454,245,455,441,646,94,761,843,81,642,457,956,405,44,299,596,505,656,435,154,258
728424	435,252
728425	223,435
728426	245,435
728427	477,557,288,299,435,1144,912,478,581,369,405,609
728428	999,299,435,761,986,607,252,757,839,405,609
728429	245,2836,24,322,340,622,821,1040,435,299,797,258,5,609,318
728430	245,299,435,286,16,609
728431	749,441,132,2555,299,693,435,425,1111,506,662,717
728432	220,7,1734,137,34,245,92,40,609,20,114,299,892,4013,118,498,435,297,26,489
728433	223,622,435,15,37,3343
728434	334,454,634,361,245,441,967,123,642,457,1694,742,299,596,790,234,438,506,363,928,435,466,252
728435	676,902,3653,1038,191,1055,155,1788,511,32,157,93,1530,851,554,889,54,317,411,397,575,244,1191,2364,325,72,51,169,1889,83,1005,114,91,299,1653,679,871,3816,564,707,1550,1230,1054,379,513,369,595,308,1770,284,1710,435,724,351,658,425,2622,80,102,232,41,113,258,167,19,27
728436	435,425
728437	435,467
728438	245,438,288,1159,390,299,435,457,912,533,746,950,273,252,609,463
728439	2387,245,716,299,622,103,693,1400,435,123,321,318,533,609,1953
728440	299,435,622,236,609
728441	245,742,2,299,435,286,466,454,63,16
728442	245,299,326,435,421,530,234,252,609,2379
728443	435,609
728444	435,609
728445	280,93,586,245,104,642,4,3252,2591,14,114,299,158,234,2499,568,134,435,210,53
728446	299,245,1170,435
728447	88,839,634,999,693,609,477,742,299,1144,986,790,607,749,435,581,425,258,557
