	127,797
2431239	221,223,131,1591
2431240	131,1265
2431241	131,204
2431242	81,131
2431243	56,620,131,221,177
2431244	14,599,131
2431245	15,160,131
2431246	85,131,217,365
2431247	131,752
2431248	221,56,131
2431249	223,592,131
2431250	1022,1055,131,1993,377
2431251	56,131
2431252	221,131
2431253	93,131
2431254	221,131
2431255	15,131
2431256	221,131
2431257	90,17,131,956,1072
2431258	932,4242,95,15,17,418,988,187,131,46,502
2431259	1829,2355,359,131
2431260	131,204
2431261	15,131
2431262	15,221,131
2431263	221,81,131
2431264	68,131,41
2431265	1885,1439,131
2431266	221,131
2431267	177,131
2431268	15,257,131,41
2431269	234,131
2431270	188,104,131
2431271	131,236
2431272	584,254,131
2431273	1217,131,467
2431274	131,204
2431275	491,131
2431276	131,25
2431277	87,38,131,88,421
2431278	1392,131
2431279	221,131
2431280	451,131
2431281	568,391,229,684,208,131
2431282	580,17,131,128,222
2431283	221,131,128
2431284	221,131
2431285	216,131
2431286	15,131,204
2431287	81,131
2431288	221,131
2431289	56,131
2431290	107,776,131
2431291	60,131
2431292	611,31,131,1141
2431293	177,131
2431294	1217,146,131
2431295	819,131
2431296	81,131
2431297	793,131
2431298	90,667,131,128
2431299	221,56,131
2431300	367,1210,131
2431301	1022,131,411
2431302	221,131
2431303	203,131
2431304	216,131
2431305	188,46,131
2431306	221,131
2431307	56,131,1265
2431308	440,131
2431309	131,764
2431310	592,95,806,131,228
2431311	15,131
2431312	223,272,131
2431313	221,16,131
2431314	107,131
2431315	686,87,131,97
2431316	133,131
2431317	337,462,81,131
2431318	194,221,131
2431319	131,467
2431320	1397,131,25
2431321	56,563,286,357,80,152,131,3428
2431322	269,97,812,952,17,678,131,747
2431323	221,131
2431324	97,14,204,365,131,929
2431325	295,187,131,1072,177
2431326	152,131
2431327	844,1718,76,38,131
2431328	56,838,17,131,228
2431329	223,131
2431330	15,131
2431331	15,131,204
2431332	15,56,221,131
2431333	84,38,131
2431334	221,131
2431335	666,131
2431336	81,131
2431337	17,1863,131
2431338	56,131
2431339	56,131,128
2431340	1377,131
2431341	3313,676,131
2431342	179,68,87,146,192,131,260,19
2431343	223,81,217,146,143,192,131,584,177,93
2431344	451,88,218,95,131,221,510,254
2431345	103,131
2431346	1102,464,131,88,93
2431347	1022,131,956,88,177
2431348	715,131
2431349	15,131,25
2431350	365,131
2431351	56,131
2431352	131,204
2431353	56,14,95,17,131,236,1060
2431354	56,131,373
2431355	14,131
2431356	221,146,131
2431357	136,131,296
2431358	221,131
2431359	15,56,107,131
2431360	221,375,131
2431361	592,2980,956,373,67,982,128,131,710,421
2431362	160,131
2431363	365,131,128,881
2431364	221,1170,131
2431365	221,269,131
2431366	39,46,32,131,3137
2431367	90,497,131
2431368	179,81,67,46,38,131,387
2431369	221,131
2431370	221,131
2431371	15,131
2431372	382,131
2431373	337,87,131
2431374	1259,131,192
2431375	15,17,46,131
2431376	221,131
2431377	221,131
2431378	221,38,131
2431379	221,131
2431380	15,221,131,204
2431381	221,131
2431382	56,131
2431383	14,131,236
2431384	188,46,221,131
2431385	81,217,146,436,131,236,177
2431386	510,359,131
2431387	56,1405,365,230,131,88
2431388	440,131
2431389	221,48,5,131
2431390	221,131
2431391	131,1025
2431392	221,131
2431393	177,131
2431394	38,131
2431395	15,131
2431396	32,131
2431397	14,915,131
2431398	56,131
2431399	221,131
2431400	15,46,131
2431401	221,418,131
2431402	269,81,131
2431403	129,131
2431404	223,131
2431405	15,218,131
2431406	154,206,131
2431407	269,452,240,17,155,152,131,60,19
2431408	14,131
2431409	56,131
2431410	32,131
2431411	359,131
2431412	188,107,131
2431413	131,128
2431414	221,131,373,128
2431415	154,131
2431416	221,218,131
2431417	152,131
2431418	56,131,257
2431419	15,131
2431420	72,131
2431421	910,3425,131,128,221
2431422	133,216,131,257
2431423	68,38,131,204
2431424	17,131
2431425	15,131,53
2431426	188,107,131,2203
2431427	49,131
2431428	221,131
2431429	39,131
2431430	221,56,131
2431431	90,292,131,88,93
2431432	221,131
2431433	56,131
2431434	56,208,143,131,124
2431435	221,131
2431436	15,131
2431437	221,131
2431438	643,208,131
2431439	221,131
2431440	85,806,177,131
2431441	131,373
2431442	221,131
2431443	85,38,131
2431444	295,164,81,131,221
2431445	922,131
2431446	136,390,84,46,131,236,221,337,793,915,1072,93,176
2431447	51,131,2203
2431448	221,131,204
2431449	497,131
2431450	56,131
2431451	221,131
2431452	221,131,257
2431453	505,131
2431454	56,131,128
2431455	806,143,131,124,221,1072
2431456	131,241
2431457	221,131
2431458	221,131
2431459	221,131
2431460	56,292,177,131
2431461	188,1222,131
2431462	728,131
2431463	95,131
2431464	15,131,204
2431465	56,131
2431466	221,131
2431467	84,365,131,192
2431468	131,838
2431469	14,84,131,217
2431470	233,219,97,854,365,131
2431471	2784,1464,131
2431472	221,131
2431473	15,221,131
2431474	269,175,131,179
2431475	131,241
2431476	15,131
2431477	56,131,467
2431478	85,44,216,223,143,131
2431479	188,218,278,67,107,208,436,131,236,177
2431480	17,131
2431481	269,131
2431482	188,221,131
2431483	563,1022,440,131,192,221,177
2431484	417,776,131
2431485	342,39,131
2431486	131,1447,296
2431487	95,131
2431488	15,131,204
2431489	1729,131
2431490	131,373
2431491	154,131
2431492	188,131
2431493	221,131
2431494	131,717,373
2431495	15,131
2431496	131,176
2431497	221,131
2431498	510,131
2431499	1215,378,1061,131
2431500	221,131
2431501	177,131
2431502	221,131
2431503	221,131
2431504	131,136
2431505	763,131
2431506	56,801,15,131,221,379
2431507	581,131
2431508	2321,295,81,131
2431509	219,131
2431510	188,131,204
2431511	218,131
2431512	221,42,832,131
2431513	221,131
2431514	3886,56,131
2431515	221,131
2431516	221,131
2431517	221,131
2431518	382,107,131
2431519	46,68,131
2431520	85,3110,373,131
2431521	46,462,44,131
2431522	292,107,46,221,436,131,705,3234
2431523	221,56,131
2431524	14,146,963,131
2431525	15,221,131
2431526	38,131
2431527	221,131
2431528	131,41
2431529	131,204
2431530	216,218,81,38,131
2431531	221,131
2431532	705,1063,131
2431533	17,131
2431534	15,221,131
2431535	131,217
2431536	390,188,357,131,128
2431537	221,131
2431538	49,411,43,797,131,398
2431539	269,440,84,131
2431540	1283,131
2431541	131,192
2431542	452,131
2431543	56,131
2431544	219,1535,87,678,131
2431545	806,131
2431546	131,204
2431547	131,2180
2431548	177,131
2431549	221,38,131
2431550	382,131
2431551	14,15,131,581,72
2431552	221,131
2431553	223,131
2431554	228,451,56,131
2431555	273,131
2431556	15,218,131
2431557	56,131
2431558	14,133,17,131,128,32
2431559	295,107,436,131,221
2431560	307,801,131
2431561	221,131
2431562	46,131
2431563	505,131
2431564	56,131
2431565	15,221,131
2431566	90,131
2431567	46,131
2431568	15,131
2431569	592,1088,806,2143,359,131
2431570	46,131,81,128
2431571	436,131
2431572	295,131
2431573	620,131,1749
2431574	15,221,131
2431575	886,131
2431576	221,131
2431577	87,131
2431578	90,965,131
2431579	67,131
2431580	221,131
2431581	216,131
2431582	221,131
2431583	2,131
2431584	568,87,891,131,88
2431585	87,131
2431586	15,223,131
2431587	208,131,236
2431588	84,131,905
2431589	359,131,205
2431590	221,131
2431591	2253,131
2431592	221,131,373
2431593	56,131
2431594	2,16,131
2431595	17,131
2431596	1708,131
2431597	14,51,599,131
2431598	3702,131
2431599	188,131,436,128
2431600	221,131
2431601	49,272,131
2431602	3380,194,17,1158,131,516
2431603	365,131
2431604	221,131,1591
2431605	15,131
2431606	131,204
2431607	131,782
2431608	218,131
2431609	221,131
2431610	568,93,292,131
2431611	56,233,131,718,369,72,51
2431612	188,131,204
2431613	221,179,56,131
2431614	131,204
2431615	1549,131
2431616	1277,131
2431617	15,68,131,1743
2431618	218,131
2431619	143,131
2431620	72,131
2431621	93,131
2431622	228,131
2431623	363,131
2431624	1418,131
2431625	221,3486,131
2431626	1334,160,131
2431627	441,1120,204,279,131,53
2431628	221,131
2431629	221,131
2431630	221,131
2431631	15,131
2431632	131,204
2431633	131,204
2431634	160,204,1531,154,131,221
2431635	154,131
2431636	223,131
2431637	1392,131
2431638	221,131
2431639	81,107,131,128,176
2431640	107,131
2431641	451,568,81,15,46,539,131,192,387
2431642	221,131
2431643	19,131,467
2431644	15,337,177,131
2431645	302,588,131,223
2431646	221,14,131
2431647	131,204
2431648	624,131
2431649	131,192
2431650	221,152,131
2431651	221,131
2431652	107,146,131
2431653	221,131
2431654	221,131
2431655	365,131
2431656	219,204,15,46,131,938
2431657	17,131,769,177,2637
2431658	221,131
2431659	131,124
2431660	766,2143,217,146,131
2431661	221,131
2431662	56,131
2431663	221,131
2431664	85,136,2348,81,217,192,131,421
2431665	233,131
2431666	192,3281,131,230
2431667	131,217
2431668	179,131,204
2431669	221,131
2431670	131,128
2431671	1323,31,131
2431672	95,131
2431673	221,131
2431674	221,131
2431675	15,131,1059
2431676	620,131
2431677	131,2203
2431678	131,128
2431679	221,131
2431680	17,131
2431681	268,464,77,143,131
2431682	15,272,131
2431683	56,131
2431684	188,15,46,131,221
2431685	49,3,84,272,131
2431686	87,891,131
2431687	14,131
2431688	221,131
2431689	56,131,217
2431690	844,131
2431691	365,131,204
2431692	379,131
2431693	910,218,131
2431694	97,131
2431695	1207,131
2431696	14,131
2431697	194,56,218,131
2431698	208,233,131
2431699	14,136,131,236,1859
2431700	221,131
2431701	221,464,131,128
2431702	131,128
2431703	728,131
2431704	236,103,230,1060,131,252,177
2431705	56,85,131,365
2431706	221,131
2431707	46,131
2431708	1926,387,131,421
2431709	223,131
2431710	56,85,131,128,192
2431711	1022,131
2431712	90,14,131
2431713	451,844,14,39,241,17,272,478,131,51
2431714	56,365,131
2431715	15,539,46,131,93
2431716	218,95,131
2431717	56,131,176
2431718	308,56,81,131,236,502
2431719	531,375,204,1645,279,81,77,84,107,46,462,131,257,221,19,251,1537
2431720	56,131
2431721	221,17,510,131
2431722	934,131
2431723	131,81,128
2431724	133,131
2431725	3310,131
2431726	365,131
2431727	221,131
2431728	188,131
2431729	84,81,131,467
2431730	179,131
2431731	188,221,436,131
2431732	131,3260
2431733	56,131
2431734	14,218,131
2431735	131,128,1182
2431736	365,462,131,2101,1537
2431737	221,131
2431738	131,128
2431739	133,131
2431740	17,4382,131,938,1265
2431741	187,131
2431742	221,131,236
2431743	2143,131
2431744	510,131
2431745	221,131
2431746	131,217
2431747	221,2863,131,390
2431748	15,87,131
2431749	19,131
2431750	3046,131
2431751	49,204,46,131,176
2431752	177,131,505,192
2431753	2177,131
2431754	56,90,133,84,131,1729
2431755	766,1815,131
2431756	221,131
2431757	19,131,204
2431758	934,131
2431759	15,131,192
2431760	15,131
2431761	221,131
2431762	221,131
2431763	84,179,131
2431764	218,17,95,131
2431765	1123,131
2431766	90,131
2431767	85,136,95,131
2431768	365,131
2431769	46,131
2431770	39,131,217,752
2431771	221,131
2431772	17,131,128
2431773	90,81,131
2431774	337,1558,131
2431775	222,131
2431776	221,131
2431777	221,131
2431778	934,131
2431779	56,748,14,107,131,236,584
2431780	766,832,131
2431781	188,14,221,131
2431782	30,2041,131
2431783	87,131,204
2431784	1497,32,491,131
2431785	216,131
2431786	131,204
2431787	666,131
2431788	221,131
2431789	131,1591
2431790	1660,131
2431791	208,131
2431792	532,131
2431793	221,131,862
2431794	84,131
2431795	81,131
2431796	1708,131,204
2431797	221,131
2431798	56,15,2891,107,131
2431799	1464,131
2431800	221,46,131
2431801	3053,131,236,228,2239
2431802	538,1560,131,53,221,3069
2431803	406,77,131
2431804	15,5,131
2431805	801,131,221,88,387
2431806	81,131
2431807	643,844,188,920,15,154,1377,46,131
2431808	292,776,131
2431809	15,131
2431810	563,81,131
2431811	221,131
2431812	136,2279,95,965,131,221
2431813	218,56,131
2431814	548,131
2431815	3465,1543,95,84,107,131,221,584
2431816	131,204
2431817	131,192
2431818	84,584,131
2431819	221,131
2431820	279,131
2431821	221,56,131,1829
2431822	221,703,131
2431823	801,204,46,131,221
2431824	221,131
2431825	221,365,131
2431826	131,1141
2431827	131,25
2431828	221,131
2431829	221,131
2431830	221,1226,131
2431831	188,131
2431832	801,216,2348,87,15,152,599,192,131,337,88,177
2431833	221,131
2431834	221,131
2431835	194,131
2431836	221,131
2431837	2705,411,217,131,584
2431838	19,131
2431839	56,396,467,179,218,46,131,221
2431840	1373,131
2431841	107,85,131
2431842	221,131
2431843	662,131
2431844	15,131
2431845	131,66
2431846	233,131,97
2431847	221,131
2431848	221,131
2431849	131,204
2431850	801,87,131
2431851	1078,1063,204,1525,68,46,965,131,221,32
2431852	131,204
2431853	221,131
2431854	642,272,131,221,506
2431855	620,131
2431856	107,131,81,128
2431857	228,825,131
2431858	2,81,131
2431859	46,131
2431860	90,131
2431861	56,131
2431862	131,205
2431863	81,131
2431864	221,131
2431865	3318,131
2431866	221,2143,131
2431867	612,131
2431868	15,218,131,204
2431869	221,131
2431870	221,131
2431871	56,592,622,131,221
2431872	15,87,131,204
2431873	15,3408,131,221,398
2431874	131,2403,1060
2431875	84,131
2431876	218,131
2431877	46,131
2431878	221,131
2431879	221,131
2431880	85,44,14,218,3520,131,680,5
2431881	308,49,179,131,60
2431882	125,131
2431883	651,131
2431884	90,131,1537
2431885	221,131
2431886	68,146,38,131
2431887	160,467,955,17,38,131,221
2431888	221,14,131
2431889	279,131,251
2431890	42,88,131,192
2431891	146,143,131,221,72
2431892	17,131
2431893	221,131
2431894	221,131
2431895	221,440,131
2431896	84,1609,216,131
2431897	221,131
2431898	204,15,17,1932,46,131,221
2431899	1102,204,131,2203
2431900	85,592,81,131
2431901	56,233,97,1591,146,131
2431902	131,296
2431903	110,131
2431904	801,131,204
2431905	218,131
2431906	84,128,131
2431907	107,125,131
2431908	56,131
2431909	131,1096
2431910	910,806,131,128
2431911	188,1838,131
2431912	221,131
2431913	2171,131
2431914	131,373
2431915	221,56,131
2431916	3877,131
2431917	221,56,272,131
2431918	1358,131
2431919	56,131
2431920	30,131
2431921	279,131,246
2431922	221,131
2431923	221,131
2431924	216,278,107,131,221
2431925	87,131
2431926	221,131
2431927	1233,205,15,17,131,627
2431928	577,131
2431929	1590,131
2431930	160,254,131,599
2431931	49,56,175,580,417,46,131,584
2431932	84,88,131
2431933	131,128
2431934	131,810
2431935	90,131,128
2431936	139,38,131
2431937	218,95,146,131
2431938	17,868,365,131
2431939	221,131
2431940	88,131
2431941	1428,17,38,131,702
2431942	221,131
2431943	221,46,131
2431944	221,131
2431945	218,497,910,359,131,588
2431946	194,56,131
2431947	599,131
2431948	221,131
2431949	579,131
2431950	131,838
2431951	221,131
2431952	15,218,221,131
2431953	15,510,131
2431954	365,131
2431955	643,14,558,131,177
2431956	155,68,131,66
2431957	279,131,441
2431958	221,131
2431959	221,131
2431960	221,56,382,131
2431961	221,131
2431962	221,131
2431963	131,1591
2431964	221,131
2431965	15,131
2431966	24,910,195,131,93
2431967	221,46,131
2431968	56,620,131
2431969	763,131
2431970	38,131
2431971	797,131,876,254,176
2431972	14,212,81,436,131,236,88,177
2431973	56,14,620,131,228
2431974	131,373
2431975	221,620,131
2431976	388,483,436,359,131,819
2431977	131,251
2431978	216,131
2431979	369,131
2431980	223,236,131,255,177
2431981	1607,131
2431982	204,218,15,17,46,131
2431983	377,131
2431984	152,131
2431985	15,131
2431986	218,131
2431987	269,179,365,373,84,131
2431988	221,801,131
2431989	90,131,81,217
2431990	154,769,81,131
2431991	221,131
2431992	15,131
2431993	262,49,396,39,51,43,146,797,131,72,4515
2431994	90,131,373,87
2431995	832,131
2431996	221,131
2431997	131,986
2431998	1217,1226,464,131
2431999	17,131,128
2432000	1277,131
2432001	342,131
2432002	15,131,204
2432003	620,146,131,236,88,254,93
2432004	85,136,464,217,131,88,1072,93
2432005	221,515,131
2432006	221,131
2432007	131,25
2432008	216,131
2432009	95,160,131
2432010	188,221,131
2432011	343,916,131
2432012	56,588,131
2432013	218,131
2432014	2829,95,965,131
2432015	56,39,131
2432016	81,131
2432017	212,131
2432018	221,131
2432019	188,982,131,204
2432020	154,131
2432021	221,131
2432022	133,131,236
2432023	268,131,66
2432024	84,56,131
2432025	3138,131
2432026	177,81,131
2432027	221,131
2432028	934,146,131
2432029	68,131
2432030	378,56,131
2432031	2143,131,204
2432032	97,90,2639,806,240,15,131,3428,221,1054,19
2432033	221,131
2432034	1885,131
2432035	131,204
2432036	44,131
2432037	221,365,131
2432038	221,131
2432039	643,107,3062,131
2432040	387,131
2432041	85,131,236,1072,93
2432042	620,131
2432043	218,95,131,377,1265
2432044	218,223,131
2432045	221,131
2432046	221,1459,131
2432047	2143,131,128
2432048	221,131
2432049	216,131
2432050	396,95,965,131,424
2432051	15,131,204
2432052	680,223,131,217
2432053	88,620,131
2432054	910,131
2432055	221,131,1447,236
2432056	46,131,204
2432057	221,131
2432058	221,131
2432059	81,131
2432060	15,131,188
2432061	146,131
2432062	131,246
2432063	81,208,131,236,221
2432064	56,3749,15,131,221
2432065	38,131
2432066	221,131
2432067	221,131
2432068	592,365,131,128,337
2432069	3937,131
2432070	146,131
2432071	221,14,131
2432072	107,143,128,131,221,1859
2432073	131,204
2432074	85,217,84,131,421
2432075	806,131
2432076	14,131
2432077	221,131,136
2432078	3935,97,296,1607,131,776,2342
2432079	1078,49,14,205,146,38,76,359,131,379,72,51
2432080	56,801,179,87,15,797,131,502
2432081	1890,643,131
2432082	46,146,131
2432083	570,131
2432084	15,131
2432085	818,397,131
2432086	56,766,1217,131
2432087	505,131,421
2432088	56,204,188,218,956,481,38,128,41,76,131,86,19,222,493
2432089	90,136,233,131
2432090	3071,3713,131
2432091	14,223,131,88,177
2432092	131,281,1060
2432093	51,131
2432094	223,177,131,236
2432095	131,236
2432096	14,801,131
2432097	538,844,95,15,131
2432098	56,1022,154,131,2203
2432099	221,131
2432100	221,131,441
2432101	221,131
2432102	766,131,986
2432103	131,2575
2432104	97,295,467,204,223,15,17,143,192,436,131,93
2432105	56,131
2432106	56,131,128
2432107	15,17,46,131,221
2432108	1392,95,806,624,131,221
2432109	769,131
2432110	221,131
2432111	14,95,15,17,131,876,769
2432112	150,552,436,131
2432113	221,131
2432114	548,32,131
2432115	67,177,131
2432116	218,131
2432117	221,131
2432118	93,131
2432119	87,131
2432120	56,85,131,41,769,717
2432121	90,806,464,131,128
2432122	221,131
2432123	42,131,204
2432124	17,131
2432125	17,131
2432126	1590,342,2513,131,41,19
2432127	221,131
2432128	221,131
2432129	223,832,910,131,236
2432130	221,56,131,128
2432131	787,179,131,128,32
2432132	228,56,131
2432133	133,131
2432134	221,131
2432135	131,204
2432136	234,148,131
2432137	85,505,844,14,204,938,152,965,38,53,131,628,86,502,588,46,177,93
2432138	441,188,279,246,46,38,131,1072
2432139	278,131,217
2432140	221,131
2432141	15,49,131
2432142	599,131
2432143	56,19,452,131
2432144	221,49,272,131
2432145	49,131
2432146	622,131
2432147	221,131
